ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
716 16552,716.16552;A-1457;Cutting Nozzle; 7-15mm,Plasma Jhb,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16554,A-1459 Cutting Nozzle 25-40mm,Plasma Jhb,101.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16555,A-1460 Cutting Nozzle 40-60mm,Plasma Jhb,51.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16556,A-1461 Cutting Nozzle 60-100 mm,Plasma Jhb,39.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16557,716-16557;A-1484; Cutting Nozzle100-200,Plasma Jhb,97.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16558,716.16558; A-1485; Cutting Nozzle200-250,Plasma Jhb,114.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716 16559,716.16559; A-1486; Cutting Nozzle250-300,Plasma Jhb,109.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15560,Heating Nozzle,,1.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15900,Heating Nozzle,Plasma Jhb,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15900,Heating Nozzle,Plasma Jhb,57.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15901,Cutting Tip 3-10mm,Plasma Jhb,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15901,Cutting Tip 3-10mm,Plasma Jhb,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15902,Cutting Tip 7-15mm,Plasma Jhb,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15902,Cutting Tip 7-15mm,Plasma Jhb,15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15903,Cutting Tip 15-25mm,Plasma Jhb,4.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15903,Cutting Tip 15-25mm,Plasma Jhb,36.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15904,Cutting Tip 25-40mm,Plasma Jhb,40.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15905,Cutting Tip 40-60mm,Plasma Jhb,45.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15906,Cutting Tip 60-100A,Plasma Jhb,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15927,Cutting Tip 100-200mm,Plasma Jhb,115.00,JHB,47.1500,5422.250000,,,,0.0000,0.0000,0.0000
716.15927,Cutting Tip 100-200mm,Plasma Jhb,-10.00,JHB,47.1500,-471.500000,,,,0.0000,0.0000,0.0000
716.15928,Cutting Tip 200-250mm,Plasma Jhb,-50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15928,Cutting Tip 200-250mm,Plasma Jhb,55.00,CPT,49.2900,2710.950000,,,,0.0000,0.0000,0.0000
716.15928,Cutting Tip 200-250mm,Plasma Jhb,110.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
716.15928,Cutting Tip 200-250mm,Plasma Jhb,15.00,JHB,49.2900,739.350000,,,,0.0000,0.0000,0.0000
716.15929,Cutting Tip 250-300mm,Plasma Jhb,120.00,JHB,64.4900,7738.800000,,,,0.0000,0.0000,0.0000
716.15929,Cutting Tip 250-300mm,Plasma Jhb,-5.00,JHB,64.4900,-322.450000,,,,0.0000,0.0000,0.0000
716.15931,Heating Nozzle 100-300mm,Plasma Jhb,90.00,JHB,87.5100,7875.900000,,,,0.0000,0.0000,0.0000
716.16550,Heating Nozzle 3-100mm,,94.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
769925,A-1452: Cutting Nozzle,Plasma Jhb,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
769926,A-1443: Cutting Nozzle 25-40mm,Plasma Jhb,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
769929,A-1446: Cutting Nozzle 100-150mm,Plasma Jhb,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6515,T-0233 End Cap PCH/M6B,Plasma Jhb,9.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6569,T-0220 Gas Distributor. 6B. 4 Holes:PCH/,Plasma Jhb,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6571,T-0222 Liner Assembly PCH/M6B,Plasma Jhb,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6575,T-0227 Tip 200A PCH/M6B,Plasma Jhb,34.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6578,T-0223x5 Electrode PCH/M6B,Plasma Jhb,9.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6581,T-0231 Outer Insulator PCH/M6B,Plasma Jhb,8.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-6615,T-0219 Electrode Holder PCH/M6B,Plasma Jhb,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-7501,Gas Distributor,Plasma Jhb,-47.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
8-7501,Gas Distributor,Plasma Jhb,94.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
9-8215,T-10399 Electrode SL60/SL100,Plasma Jhb,21.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM-MJ1508,AM-MJ1508 Neck O ring,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM-MJ1508,AM-MJ1508 Neck O ring,Welding,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM-MJ1509,AM-MJ1509 Neck O ring,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM-MJ1509,AM-MJ1509 Neck O ring,Welding,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1001,AM1001 250 A Swan Neck Assembly,Welding,3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1001,AM1001 250 A Swan Neck Assembly,Welding,2.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1514,AM1514 Handle Cable Support C/W Ball Joint,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1516M,AM1516M Neck Nut Multijust,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1516M,AM1516M Neck Nut Multijust,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1519,AM1519 Gun Plug Nut,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1524,AM1524 Gun Plug O Ring,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1526,AM1526 Gun Plug Screw(M4X0.7),Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1526,AM1526 Gun Plug Screw(M4X0.7),Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1535-40,AM1535-40 M22 Steel liner x 4MT 0.6-0.9MM,Welding,70.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1535-40,AM1535-40 M22 Steel liner x 4MT 0.6-0.9MM,Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1564-40,AM1564-40 Combi Liner x 4M 0.8-1.2MM,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1564-40,AM1564-40 Combi Liner x 4M 0.8-1.2MM,Welding,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1564-50,AM1564-50 Combi Liner x 5MT 0.8-1.2MM 4MM,,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1564-50,AM1564-50 Combi Liner x 5MT 0.8-1.2MM 4MM,,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1826,AM1826 Liner Retaining Nut,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1826,AM1826 Liner Retaining Nut,Welding,-2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1826,AM1826 Liner Retaining Nut,Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1AP,AM1AP 250A Neck Insulator,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1AP,AM1AP 250A Neck Insulator,Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CN,AM1CN 180 A Conical Nozzle Assembly,Welding,150.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CN,AM1CN 180 A Conical Nozzle Assembly,Welding,150.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT08,AM1CT08 Contact Tip M6 X 25MM 0.8MM,Welding,500.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT08,AM1CT08 Contact Tip M6 X 25MM 0.8MM,Welding,500.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT09,AM1CT09 Contact Tip M6 x 25MM0.9MM,Welding,490.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT09,AM1CT09 Contact Tip M6 x 25MM0.9MM,Welding,510.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT10,AM1CT10 Contact Tip M6 X25MM 1.0MM,Welding,490.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT10,AM1CT10 Contact Tip M6 X25MM 1.0MM,Welding,490.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT12,AM1CT12 M1/Contact Tip M6 x 25MM 1.2MM,Welding,500.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1CT12,AM1CT12 M1/Contact Tip M6 x 25MM 1.2MM,Welding,500.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1TA,AM1TA MA1 Tip Adaptor,Welding,150.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1TA,AM1TA MA1 Tip Adaptor,Welding,-5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1TA,AM1TA MA1 Tip Adaptor,Welding,150.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM1TN,Tapered Nozzle Assembly,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22001,AM22001 M22 Swan Neck Assembly,Welding,15.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22001,AM22001 M22 Swan Neck Assembly,Welding,15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22001M,AM22001M Swan Neck Assembly-Multijust,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22001M,AM22001M Swan Neck Assembly-Multijust,Welding,10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CM,AM22CN Conical Nozzle Ass 250A,,175.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CM,AM22CN Conical Nozzle Ass 250A,,-25.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CM,AM22CN Conical Nozzle Ass 250A,,245.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CN,AM22CN Conical Nozzle Ass 250A,,-10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CNHD,AM22CNHD Conical Nozzle HD Assembly,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22CNHD,AM22CNHD Conical Nozzle HD Assembly,Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22MJL,AM22MJL Neck Jump Liner 0.8-1.2mm Hard wire,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22MJL,AM22MJL Neck Jump Liner 0.8-1.2mm Hard wire,Welding,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22TA,AM22TA Tip Adaptor,Welding,170.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22TA,AM22TA Tip Adaptor,Welding,-5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22TA,AM22TA Tip Adaptor,Welding,268.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22TN,Tapered Nozzle Assembly,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM22TN,Tapered Nozzle Assembly,Welding,100.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2514,AM2514 Handle Kit,Welding,11.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2514,AM2514 Handle Kit,Welding,9.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2515,AM2515 Handle and Lock Nut Assembly,,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2515,AM2515 Handle and Lock Nut Assembly,,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2515-C,AM2515-C Handle Control Cover,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2515-C,AM2515-C Handle Control Cover,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2516,AM2516 Microswitch Standard Trigger Assembly,Welding,19.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2516L,Microswitch Extended Trigger Assembly,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-40,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,20.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-40,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,-3.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-40,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,89.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-50,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,16.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-50,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,-6.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2524-50,AM2524-50 Steel Liner x 5MT 1.0-1.2mm,Welding,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2603-40,M22 Ultraflex Cable,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2AP,AM2AP Neck Insulator,Welding,100.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2AP,AM2AP Neck Insulator,Welding,100.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT08,AM2CT08 Contact Tip M8 X 29.5MM Ecu 0.8mm,Welding,300.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT08,AM2CT08 Contact Tip M8 X 29.5MM Ecu 0.8mm,Welding,300.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT09,AM2CT09 Contact Tip M8 X 29.5MM 09.MM,Welding,500.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT09,AM2CT09 Contact Tip M8 X 29.5MM 09.MM,Welding,489.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT10,AM2CTN 250 A Contact Tip M8 X29.5MM,Welding,805.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT10,AM2CTN 250 A Contact Tip M8 X29.5MM,Welding,-40.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT10,AM2CTN 250 A Contact Tip M8 X29.5MM,Welding,1010.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT10A,AM2CT10A Contact Tip M8X29.5MM 1.0mm,Welding,300.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT12,AM2CT12 250 A Contact Tip M8 1.2MM,Welding,890.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT12,AM2CT12 250 A Contact Tip M8 1.2MM,Welding,1050.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM2CT12A,AM2CT12A Contact Tip M8 X 29.5MM 1.2mm,Welding,300.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4001,Swan Neck Assembly,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4HDCN,Conical Nozzle (PART2),Welding,20.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4HDCN,Conical Nozzle (PART2),Welding,50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4HDNI,Nozzle Insulator (PART 1),Welding,25.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4TAC,Tip Adaptor CuCrZr High Preformance,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4TAC,Tip Adaptor CuCrZr High Preformance,Welding,-20.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM4TAC,Tip Adaptor CuCrZr High Preformance,Welding,30.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5001,AM5001 Swan Neck Assembly,Welding,46.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5003CW-50,Power Cable Assembly X 5M,Welding,4.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5010-50,AM5010-50 580A Switch Lead Assembly x 5M,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5012-50,Water Inlet Hose Assembly X 5M,Welding,2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5019-50,Canvas Cover Assembly X 5M,Welding,8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5019-50,Canvas Cover Assembly X 5M,Welding,2.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5098,Water Cooled Plug Body Assembly,Welding,40.00,JHB,324.1200,12964.800000,,,,0.0000,0.0000,0.0000
AM5502,Swan Neck Assembly,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5502,Swan Neck Assembly,Welding,20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM55WTAI,AM55WTAI Tip Adaptor Insulator,Welding,184.00,JHB,12.2500,2254.000000,,,,0.0000,0.0000,0.0000
AM5CYN,Cylindrical Nozzle c/w Insulator Nozzle,,5.00,JHB,91.1100,455.550000,,,,0.0000,0.0000,0.0000
AM5HDCN,AM5HDCN M5 Conical Nozzle (Part 2),Welding,317.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5HDCN,AM5HDCN M5 Conical Nozzle (Part 2),Welding,-10.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5HDNI,AM5HDNI M5 Nozzle Insulator(part 1),Welding,31.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5TAB,AM5TAB Tip Adapter Brass,Welding,70.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5TAB,AM5TAB Tip Adapter Brass,Welding,112.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5TAB,AM5TAB Tip Adapter Brass,Welding,-15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM5TAC,AM5TAC M5 Tip Adapter CuCrZr High Performance,Welding,141.00,JHB,53.6200,7560.420000,,,,0.0000,0.0000,0.0000
AM6001,Swan Neck Assembly,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6002A22,AMA6002A22 Auto Swan neck 22,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6002A22,AMA6002A22 Auto Swan neck 22,Welding,5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6008-50,AM6008-50 580A Outer Liner Assembly 5M,,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6015-50,AM6015-50 580A Power Cable Ass 5M,Welding,5.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CL-1012-50,AM6CL-1012-50 Combi Liner x 5mt 1.0-1.2mm,Welding,41.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CL-1620-50,Combi Liner x 5MT 1.6-2.0MM,Welding,-6.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CL-1620-50,Combi Liner x 5MT 1.6-2.0MM,Welding,-2.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CL-1620-50,Combi Liner x 5MT 1.6-2.0MM,Welding,28.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT10,Contact Tip M12 X40.5mm CuCrZr 1.0mm,Welding,30.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT10,Contact Tip M12 X40.5mm CuCrZr 1.0mm,Welding,363.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT12,Contact Tip M12 x40.5mm CuCrZr 1.2mm,Welding,60.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT12,Contact Tip M12 x40.5mm CuCrZr 1.2mm,Welding,799.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT12,Contact Tip M12 x40.5mm CuCrZr 1.2mm,Welding,-40.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT16,Contact Tip M12 X40.5mmCuCrZr 1.6mm,Welding,60.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CT16,Contact Tip M12 X40.5mmCuCrZr 1.6mm,Welding,410.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6CYN,Cylindrical Nozzle /Insulator Assembly,Welding,5.00,JHB,92.7000,463.500000,,,,0.0000,0.0000,0.0000
AM6HDCN,HD Conical Nozzle (Part 2),Welding,-99.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6HDCN,HD Conical Nozzle (Part 2),Welding,248.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6HDCN,HD Conical Nozzle (Part 2),Welding,-20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6HDNI,HD Nozzle Insulator (Part 1),Welding,25.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6HDNI,HD Nozzle Insulator (Part 1),Welding,124.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6HDNI,HD Nozzle Insulator (Part 1),Welding,-15.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6OSWTAC-20,AM6OWTAC -20 Tip Adaptor Copper High Perfomance 2.0mm,Welding,118.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6OSWTAC-45,AM60SWTAC-45 Tip Adaptor Copper High Performance 4.5mm,Welding,100.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-1012-20,AM6SL-1012-20 Steel Liner x 2mt 1.0-1.2mm,Welding,51.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-1012-20,AM6SL-1012-20 Steel Liner x 2mt 1.0-1.2mm,Welding,49.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-1012-50,AM6SL-1012-50 M5 Steel Liner 5MT 1.0-1.2MM,Welding,197.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-1012-50,AM6SL-1012-50 M5 Steel Liner 5MT 1.0-1.2MM,Welding,-5.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-16-50,AM6SL-16-50 390A Steel Liner 5m 1.6mm,Welding,80.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-16-50,AM6SL-16-50 390A Steel Liner 5m 1.6mm,Welding,-8.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SL-16-50,AM6SL-16-50 390A Steel Liner 5m 1.6mm,Welding,105.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SSTL-1012-50,AM6SSTL-1012-50 Stainless Steel Liner x 5MT 1.0-1.2 MM,Welding,19.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6SSTL-16-50,AM6SSTL-16-50 M5 Stainless Steel Liner 5M 1.6MM,Welding,50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6TAC,Tip Adapter CuCrZr High Performance,Welding,10.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6TAC,Tip Adapter CuCrZr High Performance,Welding,118.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT09,AM6WCT09 M5 Contact Tip M10 X 35.5MM 0.9MM,Welding,100.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT09,AM6WCT09 M5 Contact Tip M10 X 35.5MM 0.9MM,Welding,100.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10,AM6WCT10 M5 Contact Tip M10 X 35.5MM 1.0MM,Welding,780.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10,AM6WCT10 M5 Contact Tip M10 X 35.5MM 1.0MM,Welding,-40.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10,AM6WCT10 M5 Contact Tip M10 X 35.5MM 1.0MM,Welding,1218.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10,AM6WCT10 M5 Contact Tip M10 X 35.5MM 1.0MM,Welding,-20.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10A,AM6WCT10A Contact Tip M10 X 35.5mm 1.0mm,Welding,210.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT10A,AM6WCT10A Contact Tip M10 X 35.5mm 1.0mm,Welding,277.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12,AM6WCT12 Contact Tip M10 X 35MM CuCrZr 1.2mm,Welding,1000.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12,AM6WCT12 Contact Tip M10 X 35MM CuCrZr 1.2mm,Welding,-50.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12,AM6WCT12 Contact Tip M10 X 35MM CuCrZr 1.2mm,Welding,203.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12,AM6WCT12 Contact Tip M10 X 35MM CuCrZr 1.2mm,Welding,-50.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12A,AM6WCT12AContact Tip M10 X 35.5mm 1.2mm,Welding,240.00,CPT,0.0000,0.000000,,,,0.0000,0.0000,0.0000
AM6WCT12A,AM6WCT12AContact Tip M10 X 35.5mm 1.2mm,Welding,260.00,JHB,0.0000,0.000000,,,,0.0000,0.0000,0.0000
