ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand
L000.11,65MM LID - PLAIN,Fittings,0.00,RM,02032025RM1088,17.7700,0.000000
L000.8,65MM SEAL - STD,Fittings,0.00,RM,02032025RM1089,4.1500,0.000000
L125.0,125MM LID - VENTED + STD SEAL,Fittings,0.00,RM,02032025RM1090,0.0000,0.000000
L125.7,125MM LID - PLAIN,Fittings,-2.00,RM,02032025RM1289,46.7800,-93.560000
L125.E,125MM LID - PLAIN + ELBOW,Fittings,0.00,RM,02032025RM1091,62.5500,0.000000
L250.7,250MM SEAL - STD,Fittings,2314.00,RM,02032025RM1092,36.2700,83928.780000
L250.7D,250MM SEAL - DIESEL,Fittings,-2.00,RM,02032025RM1093,0.0000,0.000000
L250.C,250MM LID - VENTED,Fittings,1901.00,RM,02032025RM1094,90.4100,171869.410000
L250.CD,250MM LID - VENTED WITH CABLE (HERO),Fittings,373.00,RM,02032025RM1095,115.6300,43129.990000
L250.N/H,250MM LID - PLAIN,Fittings,-4.00,RM,02032025RM1096,90.7000,-362.800000
L250.S,250MM FILTER SCREEN,Fittings,-20.00,RM,02032025RM1097,0.0000,0.000000
L350.C,350MM LID - VENTED,Fittings,0.00,RM,02032025RM1098,110.6700,0.000000
L350.N/H,350MM LID PLAIN,Fittings,0.00,RM,02032025RM1100,117.2100,0.000000
L350.RWH,350MM LID - RAINWATER HARVESTING,Fittings,0.00,RM,02032025RM1099,127.1200,0.000000
L450.7,450MM SEAL - STD,Fittings,1681.00,RM,02032025RM1101,51.6400,86806.840000
L450.7D,450MM SEAL - DIESEL,Fittings,-2.00,RM,02032025RM1102,54.8200,-109.640000
L450.C,450MM LID - VENTED,Fittings,1488.00,RM,02032025RM1103,130.4400,194094.720000
L450.CC,450MM LID - VENTED WITH CABLE ASSEMBLY,Fittings,143.00,RM,02032025RM1104,160.9800,23020.140000
L450.COMBO,450MM LID - VENTED WITH FILTER SCREEN,Fittings,0.00,RM,02032025RM1105,274.5800,0.000000
L450.N/H,450MM LID - PLAIN,Fittings,0.00,RM,02032025RM1106,143.6900,0.000000
L450.N/HCOMBO,450MM LID - PLAIN WITH FILTER SCREEN,Fittings,-1.00,RM,02032025RM1107,216.6300,-216.630000
L450.S,450MM FILTER SCREEN,Fittings,0.00,RM,02032025RM1108,151.7400,0.000000
L480.C,480MM CLIP-0N LID & 2 E-CLIPS,Fittings,878.00,RM,02032025RM1109,39.3700,34566.860000
L480.COMBO,480MM CLIP - ON LID WITH FILTER SCREEN,Fittings,0.00,RM,02032025RM1110,184.1500,0.000000
L480.H,480MM HORN SET,Fittings,0.00,RM,02032025RM1111,24.5500,0.000000
LID,VEE PLASTICS 450MM SCREW LID BLACK,Fittings,4884.00,RM,02032025RM1112,23.1500,113064.600000
LID,VEE PLASTICS 450MM SCREW LID BLACK,Fittings,500.00,RM,02032025RM1474,24.0300,12015.000000
LPCB,LARGE PUMP COVER NEL BEIGE,POOL,-250.00,RM,02032025RM312,0.0000,0.000000
LPCBR,LARGE PUMP COVER BROWN PIGMENT,POOL,0.00,RM,02032025RM313,0.0000,0.000000
LPCBRS,LARGE PUMP COVER BROWN SECONDS,SECONDS,0.00,RM,02032025RM314,0.0000,0.000000
LPCCBR,LARGE PUMP COVER COFFEE BROWN,POOL,-156.00,RM,02032025RM315,0.0000,0.000000
LPCCGS,LARGE PUMP COVER CAPE GREEN SECONDS,SECONDS,0.00,RM,02032025RM316,0.0000,0.000000
LPCDG,LARGE PUMP COVER DARK GREEN,POOL,-136.00,RM,02032025RM317,0.0000,0.000000
LPCG,LARGE PUMP COVER GREEN PIGMENT,POOL,0.00,RM,02032025RM318,0.0000,0.000000
LPCGR,LARGE PUMP COVER GREY 816,POOL,-516.00,RM,02032025RM319,0.0000,0.000000
LPCGS,LARGE PUMP COVER GREEN SECONDS,SECONDS,0.00,RM,02032025RM320,0.0000,0.000000
LPCHB,LARGE PUMP COVER HERO NEL BEIGE,POOL,0.00,RM,02032025RM321,0.0000,0.000000
LPCHCBR,LARGE PUMP COVER HERO COFFEE BROWN,POOL,0.00,RM,02032025RM322,0.0000,0.000000
LPCHDG,LARGE PUMP COVER HERO DARK GREEN,POOL,-5.00,RM,02032025RM323,0.0000,0.000000
LPCHDGR,LARGE PUMP COVER HERO DARK GREY 816,POOL,0.00,RM,02032025RM324,0.0000,0.000000
LPCHSG,LARGE PUMP COVER HERO SAGE GREEN,POOL,0.00,RM,02032025RM325,0.0000,0.000000
LPCLBR,LARGE PUMP COVER LID BROWN,POOL,0.00,RM,02032025RM326,0.0000,0.000000
LPCOS,LARGE PUMP COVER ORANGE SECONDS,SECONDS,0.00,RM,02032025RM327,0.0000,0.000000
LPCR,LARGE PUMP COVER RED,POOL,0.00,RM,02032025RM328,0.0000,0.000000
LSTBL,LARGE STEP TANK 650L BLUE,INDUSTRIAL,0.00,RM,02032025RM329,0.0000,0.000000
LSTGR,LARGE STEP TANK 650L GREY 816,INDUSTRIAL,-10.00,RM,02032025RM1365,0.0000,0.000000
LSTN,LARGE STEP TANK 650L NATURAL,INDUSTRIAL,0.00,RM,02032025RM330,0.0000,0.000000
LSTO,LARGE STEP TANK 650L ORANGE,INDUSTRIAL,0.00,RM,02032025RM331,0.0000,0.000000
LSTR,LARGE STEP TANK 650L RED,INDUSTRIAL,-108.00,RM,02032025RM332,0.0000,0.000000
LSTRHP,LARGE STEP TANK 650L RED HIGH PRESSURE,INDUSTRIAL,-214.00,RM,02032025RM1307,0.0000,0.000000
LSTRMP,LARGE STEP TANK 650L RED MED PRESSURE,INDUSTRIAL,-2.00,RM,02032025RM1279,0.0000,0.000000
LSTS,LARGE STEP TANK 650L SECONDS,SECONDS,0.00,RM,02032025RM333,0.0000,0.000000
LSTSR,LARGE STEP TANK 650L SECONDS RED,SECONDS,0.00,RM,02032025RM334,0.0000,0.000000
LSTY,LARGE STEP TANK 650L YELLOW,INDUSTRIAL,-4.00,RM,02032025RM335,0.0000,0.000000
LYSISPEW,LYSIS ON MOULD WHITE PE PAINT STENCIL,Fittings,1.00,RM,02032025RM1402,2321.0000,2321.000000
LYSISPEY,LYSIS ON MOULD BRIGHT YELLOW PE PAINT,Fittings,1.00,RM,02032025RM1401,1439.4800,1439.480000
LYSISSPBLK,LYSIS STAMP PAD BLACK,Fittings,1.00,RM,02032025RM1403,928.4800,928.480000
LYSISSPW,LYSIS STAMP PAD WHITE,Fittings,1.00,RM,02032025RM1404,1044.4800,1044.480000
M12X70,XOX M12X70MM GALV BOLT HALF H.T,Fittings,0.00,RM,02032025RM1113,0.0000,0.000000
M4ACBLK,MANHOLES 4 AFRICA CHAMBER BLACK,CUSTOM,-1.00,RM,02032025RM1409,0.0000,0.000000
M4ALBLK,MANHOLES 4 AFRICA LID BLACK,CUSTOM,-1.00,RM,02032025RM1410,0.0000,0.000000
MACDS,DROP SAFE BOX,INDUSTRIAL,0.00,RM,02032025RM336,0.0000,0.000000
MBSBL,MONEY BOX SMALL BLUE,MONEYBOXES,-222.00,RM,02032025RM1260,0.0000,0.000000
MBSDG,MONEY BOX SMALL DARK GREEN,MONEYBOXES,-173.00,RM,02032025RM1261,0.0000,0.000000
MBSP,MONEY BOX SMALL PINK,MONEYBOXES,-143.00,RM,02032025RM1259,0.0000,0.000000
MBSR,MONEY BOX SMALL RED,MONEYBOXES,-152.00,RM,02032025RM1258,0.0000,0.000000
MBSY,MONEY BOX SMALL YELLOW,MONEYBOXES,-142.00,RM,02032025RM1262,0.0000,0.000000
MCCB,MOTOR COVER COFFEE BROWN,INDUSTRIAL,-3.00,RM,02032025RM337,0.0000,0.000000
MCDG,MOTOR COVER DARK GREEN,INDUSTRIAL,0.00,RM,02032025RM338,0.0000,0.000000
MCGR,MOTOR COVER GREY,INDUSTRIAL,-133.00,RM,02032025RM339,0.0000,0.000000
MISG,MOULD ON SPRAY GRAPHIC TRENSTAR,Fittings,0.00,RM,02032025RM1114,0.0000,0.000000
MORTZS0350A,MORTZ PIGMENT WHITE S0350A,PIGMENTS,0.00,RM,02032025RM1201,0.0000,0.000000
MORTZT0728A,MORTZ PIGMENT YELLOW T0728A,PIGMENTS,0.00,RM,02032025RM1202,0.0000,0.000000
MORTZU1536A,MORTZ PIGMENT ORANGE U1536A,PIGMENTS,0.00,RM,02032025RM1203,0.0000,0.000000
MORTZX0931A,MORTZ PIGMENT GREEN X0931A,PIGMENTS,0.00,RM,02032025RM1204,0.0000,0.000000
MORTZY0594A,MORTZ PIGMENT BROWN Y0594A,PIGMENTS,0.00,RM,02032025RM1205,0.0000,0.000000
MORTZY0630A,MORTZ PIGMENT BLACK Y0630A,PIGMENTS,0.00,RM,02032025RM1206,0.0000,0.000000
MOSG,ACD SPRAY FOR MOULD IN GRAPHIC,Fittings,0.00,RM,02032025RM1115,0.0000,0.000000
MOU01,MOULDS NEW,MOULDS,0.00,RM,,0.0000,0.000000
MP37379P,MERCURY PLASTICS GREY PIGMENT,PIGMENTS,10.00,RM,02032025RM1351,145.2200,1452.200000
MSC-CH-EG05X035,XOX MACH SCREW GALV M5X35,Consumables,0.00,RM,02032025RM1116,0.0000,0.000000
MSTN,MEDIUM STEP TANK 550L NATURAL,INDUSTRIAL,0.00,RM,02032025RM340,0.0000,0.000000
MTKBOATDG,MT KARMEL ENTERPRISES BOAT DARK GREEN,CUSTOM,0.00,RM,02032025RM341,0.0000,0.000000
MTKBOATMB,MT KARMEL ENTERPRISES BOAT MAC BLUE,CUSTOM,0.00,RM,02032025RM342,0.0000,0.000000
MTKBOATNB,MT KARMEL ENTERPRISES BOAT NEL BEIGE,CUSTOM,0.00,RM,02032025RM343,0.0000,0.000000
MTKBOATRO,MT KARMEL ENTERPRISES BOAT RECYCLED ORAN,CUSTOM,0.00,RM,02032025RM344,0.0000,0.000000
MTKBOATW,MT KARMEL ENTERPRISES BOAT WHITE,CUSTOM,0.00,RM,02032025RM345,0.0000,0.000000
NUT-HEG-M05,XOX HEX NUT GALV M5,Consumables,0.00,RM,02032025RM1117,0.0000,0.000000
NUT-HEG-M08,XOX HEX NUTS EI GALV M8,Fittings,0.00,RM,02032025RM1118,0.0000,0.000000
NUT-HEG-M12-GALV,NUT HT HEX M12 GALV,Fittings,3000.00,RM,02032025RM1300,1.2600,3780.000000
NUT-HEG-M12-GR8-BLK,HEX NUTS M12 DIN934 GR8 BLK,Consumables,38100.00,RM,02032025RM1119,1.0400,39624.000000
NUT-HEX-M05,NUT MS HEX M05 DIN555 GR5 BLK,Consumables,0.00,RM,02032025RM1345,0.1900,0.000000
NUT-HEX-M06,NUT MS HEX M06 DIN555 GR5 BLK,Consumables,600.00,RM,02032025RM1348,0.1700,102.000000
NUT-HEX-M10,XOX M10 GRADE 8 NUTS BLACK,Consumables,350.00,RM,02032025RM346,0.8300,290.500000
NUT-HEX-M10X030,XOX M10X30 NUT,Consumables,0.00,RM,02032025RM347,0.0000,0.000000
NUT-HEX-M14,NUT HT HEX M14 GR8 BLK,Consumables,100.00,RM,02032025RM1360,1.6600,166.000000
NUT-HT-HEX-M10,NUT HT HEX M10 GR8 ZINC PLT,Fittings,6100.00,RM,02032025RM1309,0.9700,5917.000000
NUT-HT-M16,NUT HT HEX M16 DIN934 GR8 BLK,Consumables,520.00,RM,02032025RM1293,2.0700,1076.400000
NUT-HT-M20,NUT HT HEX M20 DIN934 GR8 BLK,Consumables,330.00,RM,02032025RM1294,3.7900,1250.700000
ORDER NOTES,PO,DELIVERY CHARGES,0.00,RM,,0.0000,0.000000
OTBJDG,OP EN TOP BIN JD GREEN,OP EN TOP,0.00,RM,02032025RM349,0.0000,0.000000
OTBS,OP EN TOP BIN SPOUT YELLOW,OP EN TOP,-63.00,RM,02032025RM350,0.0000,0.000000
OTCLBLK,OP EN TOP CANOPY LID BLACK,OP EN TOP,0.00,RM,02032025RM351,0.0000,0.000000
OTCLBLKN,OP EN TOP CANOPY LID BLACK NEW,OP EN TOP,-400.00,RM,02032025RM352,0.0000,0.000000
OTCRJDG,OP EN TOP CANOPY ROOF JD GREEN,OP EN TOP,-80.00,RM,02032025RM353,0.0000,0.000000
OTCRJDN,OP EN TOP CANOPY ROOF NATURAL,OP EN TOP,-9.00,RM,02032025RM354,0.0000,0.000000
OTEY,OP EN TOP EXTENSION YELLOW,OP EN TOP,-201.00,RM,02032025RM355,0.0000,0.000000
OTFBY,OP EN TOP FERTILIZER BIN YELLOW,OP EN TOP,-73.00,RM,02032025RM356,0.0000,0.000000
PBROWN,XXPIGMENT - BROWN X28491,PIGMENTS,0.00,RM,02032025RM1207,0.0000,0.000000
PBRPB,POOL BACK REST PATH BLUE,POOL,0.00,RM,02032025RM1333,0.0000,0.000000
PCOMPMILLING,PLASTICOMP MILLING,RAW MATERIAL,372.50,RM,02032025RM1266,8.5000,3166.250000
PEBRECYCLE,PER BIN RECYCLING,RAW MATERIAL,54875.00,RM,02032025RM1243,6.4000,351200.000000
PEDCS,GASBREAK YELLOW,PED,-210.00,RM,02032025RM357,0.0000,0.000000
PEDCSB,GASBREAK BLUE,PED,-13.00,RM,02032025RM358,0.0000,0.000000
PEDDBY,JUNXION BOX YELLOW,PED,-260.00,RM,02032025RM359,0.0000,0.000000
PEDLBB,LARGE BOTTOM BLUE,PED,-29.00,RM,02032025RM360,0.0000,0.000000
PEDLBBS,LARGE BOTTOM BLUE (PED) SECONDS,SECONDS,0.00,RM,02032025RM361,0.0000,0.000000
PEDLBY,LARGE BOTTOM YELLOW,PED,-17.00,RM,02032025RM362,0.0000,0.000000
PEDLTB,LARGE TOP BLUE,PED,-30.00,RM,02032025RM363,0.0000,0.000000
PEDLTY,LARGE TOP YELLOW,PED,-14.00,RM,02032025RM364,0.0000,0.000000
PEDMBB,MEDIUM BOTTOM BLUE OLD MOULD,PED,-119.00,RM,02032025RM365,0.0000,0.000000
PEDMBBNM,MEDIUM BOTTOM BLUE NEW MOULD,PED,-14.00,RM,02032025RM366,0.0000,0.000000
PEDMBY,MEDIUM BOTTOM YELLOW OLD MOULD,PED,-274.00,RM,02032025RM367,0.0000,0.000000
PEDMBYS,MEDIUM BOTTOM YELLOW (PED) SECONDS,SECONDS,0.00,RM,02032025RM368,0.0000,0.000000
PEDMTB,MEDIUM TOP BLUE OLD MOULD,PED,-119.00,RM,02032025RM369,0.0000,0.000000
PEDMTBNM,MEDIUM TOP BLUE NEW MOULD,PED,-14.00,RM,02032025RM370,0.0000,0.000000
PEDMTY,MEDIUM TOP YELLOW OLD MOULD,PED,-273.00,RM,02032025RM371,0.0000,0.000000
PEDMTYS,MEDIUM TOP YELLOW (PED) SECONDS,SECONDS,0.00,RM,02032025RM372,0.0000,0.000000
PEDNMMBY,MEDIUM BOTTOM YELLOW NEW MOULD,PED,-87.00,RM,02032025RM373,0.0000,0.000000
PEDNMMTY,MEDIUM TOP YELLOW NEW MOULD,PED,-87.00,RM,02032025RM374,0.0000,0.000000
PEDSB01,SUMP BOTTOM YELLOW,PED,-114.00,RM,02032025RM375,0.0000,0.000000
PEDSBBL,SUMP BOTTOM BLUE,PED,-56.00,RM,02032025RM376,0.0000,0.000000
PEDSBBNM,SMALL BOTTOM BLUE NEW MOULD,PED,-35.00,RM,02032025RM1337,0.0000,0.000000
PEDSBY,SMALL BOTTOM YELLOW,PED,-285.00,RM,02032025RM377,0.0000,0.000000
PEDSBYNM,SMALL BOTTOM YELLOW NEW MOULD,PED,-126.00,RM,02032025RM1335,0.0000,0.000000
PEDSR01,SUMP RISER YELLOW,PED,-114.00,RM,02032025RM378,0.0000,0.000000
PEDSRBL,SUMP RISER BLUE,PED,-56.00,RM,02032025RM379,0.0000,0.000000
PEDSSBB,SMALL BOTTOM BLUE,PED,-69.00,RM,02032025RM380,0.0000,0.000000
PEDSSTB,SMALL TOP BLUE,PED,-69.00,RM,02032025RM381,0.0000,0.000000
PEDSTBNM,SMALL TOP BLUE NEW MOULD,PED,-35.00,RM,02032025RM1336,0.0000,0.000000
PEDSTY,SMALL TOP YELLOW,PED,-275.00,RM,02032025RM382,0.0000,0.000000
PEDSTYNM,SMALL TOP YELLOW NEW MOULD,PED,-130.00,RM,02032025RM1334,0.0000,0.000000
PEDWOC,OIL CHAMBER NATURAL,PED,-244.00,RM,02032025RM383,0.0000,0.000000
PEDWOST,OIL SANDTRAP NATURAL,PED,-72.00,RM,02032025RM384,0.0000,0.000000
PERB,PE RECOVERIES RECTANGLE BOX,INDUSTRIAL,0.00,RM,02032025RM385,0.0000,0.000000
PESRECYCLE,PER BOUGHT IN SCRAP RECYCLING,RAW MATERIAL,25331.00,RM,,6.2500,158318.750000
PIPECRADLEB,PIPE CRADLE BEIGE,INDUSTRIAL,-7.00,RM,02032025RM386,0.0000,0.000000
PIPECRADLEBLK,PIPE CRADLE BLACK,INDUSTRIAL,-4.00,RM,02032025RM1418,0.0000,0.000000
PIPECRADLECB,PIPE CRADLE COFFEE BROWN,INDUSTRIAL,-10.00,RM,02032025RM387,0.0000,0.000000
PIPECRADLEDG,PIPE CRADLE DARK GREEN,INDUSTRIAL,-1.00,RM,02032025RM1417,0.0000,0.000000
PIPECRADLEGR,PIPE CRADLE GREY,INDUSTRIAL,-5.00,RM,02032025RM388,0.0000,0.000000
PONDACB,POND ANGLE COFFEE BROWN,URBAN GARDEN,0.00,RM,02032025RM15,0.0000,0.000000
PONDOBLK,POND OVAL BLACK,URBAN GARDEN,-3.00,RM,02032025RM348,0.0000,0.000000
PONDRBL,POND ROUND MAC BLUE,URBAN GARDEN,-1.00,RM,02032025RM1435,0.0000,0.000000
PONDRBLK,POND ROUND BLACK,URBAN GARDEN,-1.00,RM,02032025RM1376,0.0000,0.000000
PONDRCB,POND ROUND COFFEE BROWN,URBAN GARDEN,-1.00,RM,02032025RM443,0.0000,0.000000
PONDWFBLK,POND WATER FEATURE BLACK,URBAN GARDEN,-1.00,RM,02032025RM389,0.0000,0.000000
PONDWFDG,POND WATER FEATURE DARK GREEN,URBAN GARDEN,-1.00,RM,02032025RM1439,0.0000,0.000000
POP-AS-3206,XOX POP RIVETS AS 3.2 X 0.6,Fittings,0.00,RM,02032025RM1120,0.0000,0.000000
POP-AS-3210,XOX POP RIVETS 3.2X10MM,Fittings,0.00,RM,02032025RM1121,0.0000,0.000000
POP-AS-4830,POP RIVETS 48 X 30 ST ALUMINIUM,Fittings,24500.00,RM,02032025RM1122,0.5900,14455.000000
RB,ROCK BOX,POOL,-251.00,RM,02032025RM390,0.0000,0.000000
RBECOL,ARMCO WATERFILLED BARRIER 17KG LIME,ROAD,0.00,RM,02032025RM391,0.0000,0.000000
RBECOR,ARMCO WATERFILLED BARRIER 17KG RED,ROAD,0.00,RM,02032025RM392,0.0000,0.000000
RBECOW,ARMCO WATERFILLED BARRIER 17KG WHITE,ROAD,0.00,RM,02032025RM393,0.0000,0.000000
RBECOY,ARMCO WATERFILLED BARRIER 17KG YELLOW,ROAD,-1110.00,RM,02032025RM394,0.0000,0.000000
RBGR816,ROCK BOX GREY 816,POOL,-5.00,RM,02032025RM1282,0.0000,0.000000
RBMM,ARMCO MONSTER MAN BARRIER YELLOW,ROAD,0.00,RM,02032025RM395,0.0000,0.000000
RBNSY,ARMCO NEW GENERATION WATER FILLED BARRIER 10KG YELLOW,ROAD,-3948.00,RM,02032025RM396,0.0000,0.000000
RBS,ROCK BOX SECONDS,SECONDS,0.00,RM,02032025RM397,0.0000,0.000000
RBSY,ARMCO STACKABLE BARRIER 28KG YELLOW,ROAD,0.00,RM,02032025RM1388,0.0000,0.000000
RBWFBL,ARMCO ROAD WATER FILLED BARRIER MINI MAC BLUE,ROAD,0.00,RM,02032025RM398,0.0000,0.000000
RBWFBLK,ARMCO ROAD WATER FILLED BARRIER MINI BLACK,ROAD,0.00,RM,02032025RM399,0.0000,0.000000
RBWFR,ARMCO ROAD WATER FILLED BARRIER MINI RED,ROAD,0.00,RM,02032025RM400,0.0000,0.000000
RBWFW,ARMCO ROAD WATER FILLED BARRIER MINI WHITE,ROAD,0.00,RM,02032025RM401,0.0000,0.000000
RBWFY,ARMCO ROAD WATER FILLED BARRIER MINI YELLOW,ROAD,-6.00,RM,02032025RM402,0.0000,0.000000
RC0.75LGS,750MM ROAD CONE LIME GREEN SECOND,SECONDS,0.00,RM,02032025RM403,0.0000,0.000000
RC0.75O,750MM ROAD CONE ORANGE,ROAD,0.00,RM,02032025RM404,0.0000,0.000000
RC0.75Y,750MM ROAD CONE YELLOW,ROAD,0.00,RM,02032025RM405,0.0000,0.000000
RC1.8BL,1.8M ROAD CONE BLUE,ROAD,-260.00,RM,02032025RM1255,0.0000,0.000000
RC1.8EBL,1.8M ECONO ROAD CONE MAC BLUE,ROAD,-1039.00,RM,02032025RM406,0.0000,0.000000
RC1.8EBLK,1.8M ECONO ROAD CONE BLACK,ROAD,-12.00,RM,02032025RM407,0.0000,0.000000
RC1.8EBLKS,1.8M ECONO ROAD CONE BLACK SECOND,SECONDS,0.00,RM,02032025RM408,0.0000,0.000000
RC1.8EBLS,1.8M ECONO ROAD CONE BLUE SECOND,SECONDS,0.00,RM,02032025RM409,0.0000,0.000000
RC1.8EDG,1.8M ECONO ROAD CONE DARK GREEN,ROAD,-14.00,RM,02032025RM410,0.0000,0.000000
RC1.8EL,1.8M ECONO ROAD CONE LIME,ROAD,-39.00,RM,02032025RM411,0.0000,0.000000
RC1.8EN,1.8M ECONO ROAD CONE NATURAL,ROAD,-143.00,RM,02032025RM417,0.0000,0.000000
RC1.8EO,1.8M ECONO ROAD CONE ORANGE,ROAD,-340.00,RM,02032025RM412,0.0000,0.000000
RC1.8EOS,1.8M ECONO ROAD CONE ORANGE SECOND,SECONDS,0.00,RM,02032025RM413,0.0000,0.000000
RC1.8EP,1.8M ECONO ROAD CONE PINK,ROAD,-62.00,RM,02032025RM414,0.0000,0.000000
RC1.8ER,1.8M ECONO ROAD CONE RED,ROAD,-594.00,RM,02032025RM415,0.0000,0.000000
RC1.8ERS,1.8M ECONO ROAD CONE RED SECOND,SECONDS,0.00,RM,02032025RM416,0.0000,0.000000
RC1.8EY,1.8M ECONO ROAD CONE YELLOW,ROAD,-125.00,RM,02032025RM418,0.0000,0.000000
RC1.8EYS,1.8M ECONO ROAD CONE YELLOW SECOND,SECONDS,0.00,RM,02032025RM419,0.0000,0.000000
RC1.8N,1.8M ROAD CONE NATURAL,ROAD,-20.00,RM,02032025RM1256,0.0000,0.000000
RC1.8O,1.8M ROAD CONE ORANGE,ROAD,-40.00,RM,02032025RM1257,0.0000,0.000000
RC1.8R,1.8M ROAD CONE RED,ROAD,-131.00,RM,02032025RM1253,0.0000,0.000000
RC1.8Y,1.8M ROAD CONE YELLOW,ROAD,-105.00,RM,02032025RM1254,0.0000,0.000000
RC1.9BL,1.9M ROAD CONE BLUE,ROAD,0.00,RM,02032025RM420,0.0000,0.000000
RC1.9BLK,1.9M ROAD CONE BLACK,ROAD,-3.00,RM,02032025RM1392,0.0000,0.000000
RC1.9N,1.9M ROAD CONE NATURAL,ROAD,0.00,RM,02032025RM421,0.0000,0.000000
RC1.9O,1.9M ROAD CONE ORANGE,ROAD,-1800.00,RM,02032025RM422,0.0000,0.000000
RC1.9Y,1.9M ROAD CONE YELLOW,ROAD,-1071.00,RM,02032025RM423,0.0000,0.000000
RC2.5Y,2.5M ROAD CONE YELLOW,ROAD,0.00,RM,02032025RM424,0.0000,0.000000
REPAIR01,REPAIRS,TANK REPAIRS,0.00,RM,,0.0000,0.000000
RESICHEM RESINATE,RESICHEM RESINATE 200,RAW MATERIAL,1.00,RM,02032025RM1331,61000.0000,61000.000000
RESICHEM RF1211,RESICHEM FOAM RF1211,RAW MATERIAL,1.00,RM,02032025RM1330,52756.0000,52756.000000
ROD-HT-M12,XOX THREADED ROD M12 EN8,Consumables,0.00,RM,02032025RM1123,0.0000,0.000000
ROD-HT-M12GR8,XOX THREADED ROD M12 GR8.8 ALPAL,Consumables,0.00,RM,02032025RM1124,0.0000,0.000000
ROTOQUIPCUBE,ROTOQUIP FITTINGS CUBE,Fittings,5.00,RM,02032025RM1126,695.5000,3477.500000
ROTOVETTIBL,ROTO VETTI COMPLETE SET MAC BLUE,ROTOVETTI,0.00,RM,02032025RM425,0.0000,0.000000
ROTOVETTIBLK,ROTO VETTI COMPLETE SET BLACK,ROTOVETTI,0.00,RM,02032025RM426,0.0000,0.000000
ROTOVETTIBLS,ROTO VETTI COMPLETE SET MAC BLUE SECOND,SECONDS,0.00,RM,02032025RM427,0.0000,0.000000
ROTOVETTIHK,ROTO VETTI COMPLETE SET HENRED KHAKI,ROTOVETTI,0.00,RM,02032025RM428,0.0000,0.000000
ROTOVETTILB,ROTO VETTI COMPLETE SET LIGHT BLUE,ROTOVETTI,0.00,RM,02032025RM429,0.0000,0.000000
ROTOVETTILG,ROTO VETTI COMPLETE SET LIME GREEN,ROTOVETTI,0.00,RM,02032025RM430,0.0000,0.000000
ROTOVETTILGS,ROTO VETTI COMPLETE SET LIME GRN SECONDS,SECONDS,0.00,RM,02032025RM431,0.0000,0.000000
ROTOVETTIO,ROTO VETTI COMPLETE SET ORANGE,ROTOVETTI,0.00,RM,02032025RM432,0.0000,0.000000
ROTOVETTIOS,ROTO VETTI COMPLETE SET ORANGE SECOND,SECONDS,0.00,RM,02032025RM433,0.0000,0.000000
ROTOVETTIP,ROTO VETTI COMPLETE SET PINK,ROTOVETTI,0.00,RM,02032025RM434,0.0000,0.000000
ROTOVETTIR,ROTO VETTI COMPLETE SET RED,ROTOVETTI,0.00,RM,02032025RM435,0.0000,0.000000
ROTOVETTISBLK,ROTO VETTI COMPLETE SET SECONDS BLACK,SECONDS,0.00,RM,02032025RM436,0.0000,0.000000
ROTOVETTISLB,ROTO VETTI COMPLETE SET SECONDS LIGHT BL,SECONDS,0.00,RM,02032025RM437,0.0000,0.000000
ROTOVETTISR,ROTO VETTI COMPLETE SET SECONDS RED,SECONDS,0.00,RM,02032025RM438,0.0000,0.000000
ROTOVETTIW,ROTO VETTI COMPLETE SET WHITE,ROTOVETTI,0.00,RM,02032025RM439,0.0000,0.000000
ROTOVETTIWS,ROTO VETTI COMPLETE SET WHITE SECONDS,SECONDS,0.00,RM,02032025RM440,0.0000,0.000000
ROTOVETTIY,ROTO VETTI COMPLETE SET YELLOW,ROTOVETTI,0.00,RM,02032025RM441,0.0000,0.000000
ROTOVETTIYS,ROTO VETTI COMPLETE SET YELLOW SECONDS,SECONDS,0.00,RM,02032025RM442,0.0000,0.000000
RULA12T,RULA 12 TON TANK GREY,RULA,0.00,RM,02032025RM444,0.0000,0.000000
RULA12TN,RULA 12 TON TANK NATURAL,RULA,-26.00,RM,02032025RM445,0.0000,0.000000
RULA1LT,RULA 1000LT PLANTER TANK LIGHT GREY,RULA,0.00,RM,02032025RM446,0.0000,0.000000
RULA1LTN,RULA 1000LT PLANTER TANK NATURAL,RULA,-4.00,RM,02032025RM447,0.0000,0.000000
RULA1LY,RULA 1000LT PLANTER TANK DB YELLOW,RULA,-8.00,RM,02032025RM448,0.0000,0.000000
RULA2LBLK,RULA 2000L BLACK,RULA,0.00,RM,02032025RM1357,0.0000,0.000000
RULA3.5LWIT4L,RULA 3500L WITH INSERT TO 4000L NATURAL,RULA,-2.00,RM,02032025RM1399,0.0000,0.000000
RULA350,RULA CAMELBACK 3500LT NATURAL,RULA,-10.00,RM,02032025RM449,0.0000,0.000000
RULA350GR,RULA CAMELBACK 3500LT GREY,RULA,0.00,RM,02032025RM450,0.0000,0.000000
RULA4.5LN,RULA 4500L NATURAL,RULA,0.00,RM,02032025RM1394,0.0000,0.000000
RULA4LT,RULA 4000LT TANK NATURAL,RULA,0.00,RM,02032025RM451,0.0000,0.000000
