ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
HC701-E,Hygizone Touchless Low Level Dual Flush,Hygizone,10,Y246,29042025Y2461646,0.0000,0.0000,Y246,,,0.00,0.00,0.00
HC701-F,Hygizone Touchless Low Level Dual Flush,Hygizone,19,N130,29042025N1301647,0.0000,0.0000,N130,,,0.00,0.00,0.00
HC701-G,Hygizone Touchless Low Level Dual Flush,Hygizone,20,N129,29042025N1291648,0.0000,0.0000,N129,,,0.00,0.00,0.00
HC701-H,Hygizone Touchless Low Level Dual Flush,Hygizone,20,N133,29042025N1331649,0.0000,0.0000,N133,,,0.00,0.00,0.00
HC701-I,Hygizone Touchless Low Level Dual Flush,Hygizone,10,Y249,29042025Y2491650,0.0000,0.0000,Y249,,,0.00,0.00,0.00
HC701C,Hygizone Touchless Low Level Dual Flush,Hygizone,3,Y244,29042025Y2441643,0.0000,0.0000,Y244,,,0.00,0.00,0.00
HFU101,Hygizone Urinal Sensor,Hygizone,48,Y247,29042025Y2471651,0.0000,0.0000,Y247,,,0.00,0.00,0.00
HH-03R,Elements Heater Halogen 1200w Remote OLD,LRB,258,P004,29042025P0041484,0.0000,0.0000,P004,,,0.00,0.00,0.00
HH-03R-D,Elements Heater Halogen 1200w Remote Old,LRB,7,O106,29042025O1061485,0.0000,0.0000,O106,,,0.00,0.00,0.00
HP100-A,Hygizone Actuator - White Plate,Hygizone,36,M123,29042025M1231652,0.0000,0.0000,M123,,,0.00,0.00,0.00
HP300-A,Hygizone Actuator -Black Plate,Hygizone,7,Y252,29042025Y2521653,0.0000,0.0000,Y252,,,0.00,0.00,0.00
HP400A,Hygizone Actuator- Black Glass plate,Hygizone,40,Y242,29042025Y2421654,0.0000,0.0000,Y242,,,0.00,0.00,0.00
HP400B,Hygizone Actuator- Black Glass plate,Hygizone,40,Y217,29042025Y2171655,0.0000,0.0000,Y217,,,0.00,0.00,0.00
HP400C,Hygizone Actuator- Black Glass plate,Hygizone,24,Y216,29042025Y2161656,0.0000,0.0000,Y216,,,0.00,0.00,0.00
HP405-B,Hygizone Actuator- White Glass Plate,Hygizone,122,X006,29042025X0061657,0.0000,0.0000,X006,,,0.00,0.00,0.00
HP600,Hygizone Actuator - Stainless Steel,Hygizone,1,Y215,29042025Y2151658,0.0000,0.0000,Y215,,,0.00,0.00,0.00
HP705,Hygizone Actuator -Matt Chrome,Hygizone,17,Y253,29042025Y2531659,0.0000,0.0000,Y253,,,0.00,0.00,0.00
HP705-A,Hygizone Actuator -Matt Chrome,Hygizone,40,Y254,29042025Y2541970,0.0000,0.0000,Y254,,,0.00,0.00,0.00
HPE100,Hygizone Acuator Touchless Glass Black,Hygizone,28,Y248,29042025Y2481683,0.0000,0.0000,Y248,,,0.00,0.00,0.00
HTS211,Hygizone Sensor Faucet,Hygizone,35,Y243,29042025Y2431660,0.0000,0.0000,Y243,,,0.00,0.00,0.00
HTS211A,Hygizone Sensor Faucet,Hygizone,11,Y241,29042025Y2411661,0.0000,0.0000,Y241,,,0.00,0.00,0.00
HWH22,Wall Hung Toilet White,Hygizone,119,P111,29042025P1111662,0.0000,0.0000,P111,,,0.00,0.00,0.00
HWH22&HWH32-A,Seat Cover,Hygizone,7,Y251,29042025Y2511663,0.0000,0.0000,Y251,,,0.00,0.00,0.00
HWH22-B,Wall Hung Toilet White,Hygizone,13,N039,29042025N0391897,0.0000,0.0000,N039,,,0.00,0.00,0.00
HWH32,Wall Hung Toilet White,Hygizone,9,N132,29042025N1321664,0.0000,0.0000,N132,,,0.00,0.00,0.00
HWH32-A,Wall Hung Toilet White,Hygizone,9,N136,29042025N1361665,0.0000,0.0000,N136,,,0.00,0.00,0.00
HWH32-B,Wall Hung Toilet White,Hygizone,9,N036,29042025N0361666,0.0000,0.0000,N036,,,0.00,0.00,0.00
HWH32-C,Wall Hung Toilet White,Hygizone,9,N035,29042025N0351667,0.0000,0.0000,N035,,,0.00,0.00,0.00
HWH32-D,Wall Hung Toilet White,Hygizone,9,N126,29042025N1261668,0.0000,0.0000,N126,,,0.00,0.00,0.00
HWH42-D,Toilet Bowls,Hygizone,10,N123,29042025N1231669,0.0000,0.0000,N123,,,0.00,0.00,0.00
HWH42-E,Toilet Bowls,Hygizone,10,N034,29042025N0341670,0.0000,0.0000,N034,,,0.00,0.00,0.00
HWH42-F,Toilet Bowls,Hygizone,10,N122,29042025N1221671,0.0000,0.0000,N122,,,0.00,0.00,0.00
HWH42-G,Toilet Bowls,Hygizone,11,N127,29042025N1271672,0.0000,0.0000,N127,,,0.00,0.00,0.00
HWH42-S,Toilet Seats Cover,Hygizone,2,Y154,29042025Y1541673,0.0000,0.0000,Y154,,,0.00,0.00,0.00
J36009B-1L,Elements Fan Ceiling 30in6 Blade Blk(BD),LRB,2,O215,29042025O2151486,0.0000,0.0000,O215,,,0.00,0.00,0.00
J42005S-3L,Elements Fan Ceiling 40IN5Blade S/Chr BD,LRB,1,O205,29042025O2051487,0.0000,0.0000,O205,,,0.00,0.00,0.00
J42005S-3L-B,Elements Fan Ceiling 40IN 5Blade S/Chrom,LRB,4,O201,29042025O2011488,0.0000,0.0000,O201,,,0.00,0.00,0.00
J42005W-3L-A,Elements Fan Ceiling 40IN5 Bld White BD,LRB,4,O204,29042025O2041489,0.0000,0.0000,O204,,,0.00,0.00,0.00
KIKIBOXES,Kiki Trading Empty Boxes 20KG,Kiki Trading,197,W125,29042025W1251624,0.0000,0.0000,W125,,,0.00,0.00,0.00
KIKIBOXES-A,Kiki Trading Empty Boxes 25KG,Kiki Trading,44,Y240,29042025Y2401962,0.0000,0.0000,Y240,,,0.00,0.00,0.00
KYT-30B,Elements Box Fan 30CM Physical Damaged,LRB,3,O120,29042025O1201490,0.0000,0.0000,O120,,,0.00,0.00,0.00
KYT-30B-A,Elements Fan Box 30cm,LRB,133,P209,29042025P2091491,0.0000,0.0000,P209,,,0.00,0.00,0.00
KYT-30B-C,Elements Fan Box 30cm,LRB,53,P209,29042025P2091492,0.0000,0.0000,P209,,,0.00,0.00,0.00
KYT-30B-D,Elements Fan Box 30cm Old Box Damage,LRB,20,O221,29042025O2211680,0.0000,0.0000,O221,,,0.00,0.00,0.00
KYT-30B-E,Elements Fan Box 30cm Old Stock,LRB,25,O229,29042025O2291493,0.0000,0.0000,O229,,,0.00,0.00,0.00
KYT-30B-F,Elements Fan Box 30cm BD,LRB,2,O212,29042025O2121788,0.0000,0.0000,O212,,,0.00,0.00,0.00
KYT-30B-G,Elements Fan Box 30cm Old Stock,LRB,24,O228,29042025O2281494,0.0000,0.0000,O228,,,0.00,0.00,0.00
KYT-30B-I,Elements Box Fan 30CM,LRB,1,O120,29042025O1202089,0.0000,0.0000,O120,,,0.00,0.00,0.00
KYT-30B-L,Elements Fan Box 30cm Box Damaged,LRB,12,O207,29042025O2071495,0.0000,0.0000,O207,,,0.00,0.00,0.00
KYT-30B-R,Elements Fan Box 30cm Box Damaged,LRB,2,O232,29042025O2321496,0.0000,0.0000,O232,,,0.00,0.00,0.00
LITHCEVE105A,3.2v 105ah EVE Lithium Cell Battery,Silver Solutions,192,X048,29042025X0482041,0.0000,0.0000,X048,,,0.00,0.00,0.00
LITHCEVE105A-A,3.2v 105ah EVE Lithium Cell Battery,Silver Solutions,320,X044,29042025X0442042,0.0000,0.0000,X044,,,0.00,0.00,0.00
LITHCEVE105A-B,3.2v 105ah EVE Lithium Cell Battery,Silver Solutions,320,X045,29042025X0452043,0.0000,0.0000,X045,,,0.00,0.00,0.00
LX-2820,Elements Heater Quartz 3Bar 1200w Box Damage,LRB,1,O139,29042025O1391497,0.0000,0.0000,O139,,,0.00,0.00,0.00
LX-2820-A,Elements Heater Quartz 3Bar 1200w,LRB,705,P204,29042025P2041498,0.0000,0.0000,P204,,,0.00,0.00,0.00
LX-2820-B,Elements Heater Quartz 3Bar 1200w,LRB,1,O027,29042025O0271499,0.0000,0.0000,O027,,,0.00,0.00,0.00
LX-2820-D,Elements Heater Quartz 3Bar 1200w,LRB,744,S109,29042025S1091810,0.0000,0.0000,S109,,,0.00,0.00,0.00
LX-2820-E,Elements Heater Quartz 3Bar 1200w,LRB,251,S108,29042025S1081811,0.0000,0.0000,S108,,,0.00,0.00,0.00
M52010S-1L,Elements Fan Ceiling 52IN 5Bld S/Chrome BD,LRB,9,O231,29042025O2311500,0.0000,0.0000,O231,,,0.00,0.00,0.00
M52010S-1L-A,Elements Fan Ceiling 52IN 5Bld S/Chrom D,LRB,7,O203,29042025O2031501,0.0000,0.0000,O203,,,0.00,0.00,0.00
M52010S-1L-D,Elements Fan Ceiling 52IN 5Bld S/Chrome,LRB,4,O206,29042025O2061502,0.0000,0.0000,O206,,,0.00,0.00,0.00
M52010W-1L-A,Elements Fan Ceiling 52IN 5 Blade Wht BD,LRB,7,O202,29042025O2021503,0.0000,0.0000,O202,,,0.00,0.00,0.00
MAXIAL-310-CL,Refactory Bricks,KMS,216,J038,29042025J0381674,0.0000,0.0000,J038,,,0.00,0.00,0.00
MG-5313F,Elements 30cm Rechargeble Desk Fan Wht,LRB,1,O117,29042025O1171504,0.0000,0.0000,O117,,,0.00,0.00,0.00
MG-5313F-A,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O333,29042025O3331848,0.0000,0.0000,O333,,,0.00,0.00,0.00
MG-5313F-B,Element 30cm Rechargable Deskfan Wht,LRB,32,O305,29042025O3051760,0.0000,0.0000,O305,,,0.00,0.00,0.00
MG-5313F-C,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O339,29042025O3391761,0.0000,0.0000,O339,,,0.00,0.00,0.00
MG-5313F-D,Element Rechargeble Desk fan Wht,LRB,32,O304,29042025O3041768,0.0000,0.0000,O304,,,0.00,0.00,0.00
MG-5313F-E,Element Rechargeble Desk fan Wht,LRB,35,O306,29042025O3061769,0.0000,0.0000,O306,,,0.00,0.00,0.00
MG-5313F-F,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O332,29042025O3321849,0.0000,0.0000,O332,,,0.00,0.00,0.00
MG-5313F-G,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O331,29042025O3311850,0.0000,0.0000,O331,,,0.00,0.00,0.00
MG-5313F-H,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O330,29042025O3301851,0.0000,0.0000,O330,,,0.00,0.00,0.00
MG-5313F-I,Element 30cm Rechargeble Desk Fan Wht,LRB,16,O102,29042025O1021852,0.0000,0.0000,O102,,,0.00,0.00,0.00
MG-5313F-J,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O338,29042025O3381853,0.0000,0.0000,O338,,,0.00,0.00,0.00
MG-5313F-K,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O336,29042025O3361854,0.0000,0.0000,O336,,,0.00,0.00,0.00
MG-5313F-L,Element 30cm Rechargeble Desk Fan Wht,LRB,45,O337,29042025O3371855,0.0000,0.0000,O337,,,0.00,0.00,0.00
MG-5313F-M,Element 30cm Rechargeble Desk Fan Wht,LRB,630,P212,29042025P2121864,0.0000,0.0000,P212,,,0.00,0.00,0.00
MG-5313F-P,Element 30cm Rechargeble Desk Fan Wht,LRB,225,P004,29042025P0041882,0.0000,0.0000,P004,,,0.00,0.00,0.00
MG-5313F-Q,Elements 30cm Rechargeble Desk Fan Wht,LRB,49,O009,29042025O0091895,0.0000,0.0000,O009,,,0.00,0.00,0.00
MG-5313F-R,Elements 30cm Rechargeble Desk Fan Wht,LRB,33,O233,29042025O2331896,0.0000,0.0000,O233,,,0.00,0.00,0.00
MG-5313F-S,Elements 30cm Rechargeble Desk Fan Wht,LRB,525,S006,29042025S0062030,0.0000,0.0000,S006,,,0.00,0.00,0.00
MG-5313F-T,Elements 30cm Rechargeble Desk Fan Wht,LRB,254,T209,29042025T2092031,0.0000,0.0000,T209,,,0.00,0.00,0.00
MG-5314F-A,Element 40cm Rechargeble Desk Fan,LRB,172,P010,29042025P0101863,0.0000,0.0000,P010,,,0.00,0.00,0.00
MG-5314F-AB,Elements 40cm Rechargable Desk Fan White,LRB,36,O012,29042025O0121888,0.0000,0.0000,O012,,,0.00,0.00,0.00
MG-5314F-AC,Elements 40cm Rechargable Desk Fan White,LRB,36,O011,29042025O0111889,0.0000,0.0000,O011,,,0.00,0.00,0.00
MG-5314F-AD,Elements 40cm Rechargable Desk Fan White,LRB,36,O010,29042025O0101890,0.0000,0.0000,O010,,,0.00,0.00,0.00
MG-5314F-AF,Elements 40cm Rechargable Desk Fan White,LRB,37,O003,29042025O0031892,0.0000,0.0000,O003,,,0.00,0.00,0.00
MG-5314F-AH,Elements 40cm Rechargable Desk Fan White,LRB,141,P006,29042025P0061893,0.0000,0.0000,P006,,,0.00,0.00,0.00
MG-5314F-AI,Elements 40cm Rechargable Desk Fan White,LRB,360,P104,29042025P1041894,0.0000,0.0000,P104,,,0.00,0.00,0.00
MG-5314F-AJ,Elements 40cm Rechargeble Desk Fan Wht,LRB,1,O117,29042025O1171964,0.0000,0.0000,O117,,,0.00,0.00,0.00
MG-5314F-B,Element 40cm Rechargeble Deskfan,LRB,12,O303,29042025O3031759,0.0000,0.0000,O303,,,0.00,0.00,0.00
MG-5314F-D,Element Rechargeble Desk fan Wht,LRB,20,O301,29042025O3011766,0.0000,0.0000,O301,,,0.00,0.00,0.00
MG-5314F-E,Element Rechargeble Desk fan Wht,LRB,22,O302,29042025O3021767,0.0000,0.0000,O302,,,0.00,0.00,0.00
MG-5314F-F,Element 40cm Rechargeble Desk Fan,LRB,384,P102,29042025P1021865,0.0000,0.0000,P102,,,0.00,0.00,0.00
MG-5314F-G,Element 40cm Rechargeble Desk Fan,LRB,384,S207,29042025S2071866,0.0000,0.0000,S207,,,0.00,0.00,0.00
MG-5314F-H,Element 40cm Rechargeble Desk Fan,LRB,270,T211,29042025T2111867,0.0000,0.0000,T211,,,0.00,0.00,0.00
MG-5314F-I,Element 40cm Rechargeble Desk Fan,LRB,36,O038,29042025O0381868,0.0000,0.0000,O038,,,0.00,0.00,0.00
MG-5314F-J,Element 40cm Rechargeble Desk Fan,LRB,36,O037,29042025O0371869,0.0000,0.0000,O037,,,0.00,0.00,0.00
MG-5314F-K,Element 40cm Rechargeble Desk Fan,LRB,36,O036,29042025O0361870,0.0000,0.0000,O036,,,0.00,0.00,0.00
MG-5314F-L,Element 40cm Rechargeble Desk Fan,LRB,36,O035,29042025O0351871,0.0000,0.0000,O035,,,0.00,0.00,0.00
MG-5314F-M,Element 40cm Rechargeble Desk Fan,LRB,36,O032,29042025O0321872,0.0000,0.0000,O032,,,0.00,0.00,0.00
MG-5314F-N,Element 40cm Rechargeble Desk Fan,LRB,36,O031,29042025O0311873,0.0000,0.0000,O031,,,0.00,0.00,0.00
MG-5314F-O,Element 40cm Rechargeble Desk Fan,LRB,36,O030,29042025O0301874,0.0000,0.0000,O030,,,0.00,0.00,0.00
MG-5314F-P,Element 40cm Rechargeble Desk Fan,LRB,36,O029,29042025O0291875,0.0000,0.0000,O029,,,0.00,0.00,0.00
MG-5314F-Q,Element 40cm Rechargeble Desk Fan,LRB,36,O025,29042025O0251876,0.0000,0.0000,O025,,,0.00,0.00,0.00
MG-5314F-R,Element 40cm Rechargeble Desk Fan,LRB,36,O024,29042025O0241877,0.0000,0.0000,O024,,,0.00,0.00,0.00
MG-5314F-S,Element 40cm Rechargeble Desk Fan,LRB,36,O022,29042025O0221878,0.0000,0.0000,O022,,,0.00,0.00,0.00
MG-5314F-T,Elements 40cm Rechargable Desk Fan White,LRB,36,O021,29042025O0211883,0.0000,0.0000,O021,,,0.00,0.00,0.00
MG-5314F-U,Elements 40cm Rechargable Desk Fan White,LRB,24,O019,29042025O0191884,0.0000,0.0000,O019,,,0.00,0.00,0.00
MG-5314F-V,Elements 40cm Rechargable Desk Fan White,LRB,36,O018,29042025O0181885,0.0000,0.0000,O018,,,0.00,0.00,0.00
MG-5314F-W,Elements 40cm Rechargable Desk Fan White,LRB,28,O017,29042025O0171886,0.0000,0.0000,O017,,,0.00,0.00,0.00
MG-5314F-X,Elements 40cm Rechargable Desk Fan White,LRB,4,O324,29042025O3241887,0.0000,0.0000,O324,,,0.00,0.00,0.00
MG-5513F-A,Elements 30cm Rechargeble Box Fan Black,LRB,15,O335,29042025O3351843,0.0000,0.0000,O335,,,0.00,0.00,0.00
MG-5513F-B,Elements 30cm Rechargeble Box Fan Black,LRB,11,O334,29042025O3341847,0.0000,0.0000,O334,,,0.00,0.00,0.00
MG-5513F-D,Elements 30cm Rechargeble Box Fan Black,LRB,273,T014,29042025T0141879,0.0000,0.0000,T014,,,0.00,0.00,0.00
MG-5513F-E,Elements 30cm Rechargeble Box Fan Black,LRB,213,T012,29042025T0121880,0.0000,0.0000,T012,,,0.00,0.00,0.00
MG-5513F-G,Elements 30cm Rechargeble Box Fan Black,LRB,1,O120,29042025O1201963,0.0000,0.0000,O120,,,0.00,0.00,0.00
MG-5513F-H,Elements 30cm Rechargeble Box Fan Black,LRB,23,O316,29042025O3162027,0.0000,0.0000,O316,,,0.00,0.00,0.00
MG-5513F-I,Elements 30cm Rechargeble Box Fan Black,LRB,225,T011,29042025T0112032,0.0000,0.0000,T011,,,0.00,0.00,0.00
MG-5513F-J,Elements 30cm Rechargeble Box Fan Black,LRB,225,T010,29042025T0102033,0.0000,0.0000,T010,,,0.00,0.00,0.00
MG-5513F-K,Elements 30cm Rechargeble Box Fan Black,LRB,225,T009,29042025T0092034,0.0000,0.0000,T009,,,0.00,0.00,0.00
MG-5513F-L,Elements 30cm Rechargeble Box Fan Black,LRB,225,T008,29042025T0082035,0.0000,0.0000,T008,,,0.00,0.00,0.00
MG-5513F-M,Elements 30cm Rechargeble Box Fan Black,LRB,225,T007,29042025T0072036,0.0000,0.0000,T007,,,0.00,0.00,0.00
MG-5616-E,Elements Fan Pedest Recharge 40cm BD,LRB,1,O220,29042025O2201690,0.0000,0.0000,O220,,,0.00,0.00,0.00
MG-5616F-A,Elements Fan Pedest Recharge 40cm BD,LRB,1,O213,29042025O2131687,0.0000,0.0000,O213,,,0.00,0.00,0.00
MG-5616F-D,Elements Fan Pedest Recharge 40cm BD,LRB,1,O206,29042025O2061505,0.0000,0.0000,O206,,,0.00,0.00,0.00
MG-5616F-E,Elements Fan Pedest Recharge 40cm,LRB,216,P101,29042025P1011844,0.0000,0.0000,P101,,,0.00,0.00,0.00
MG-5616F-F,Elements Fan Pedest Recharge 40cm,LRB,216,P107,29042025P1071860,0.0000,0.0000,P107,,,0.00,0.00,0.00
MG-5616F-H,Elements Fan Pedest Recharge 40cm,LRB,5,O015,29042025O0151881,0.0000,0.0000,O015,,,0.00,0.00,0.00
MG-5616F-I,Elements Fan Pedest Recharge 40cm,LRB,232,T203,29042025T2032028,0.0000,0.0000,T203,,,0.00,0.00,0.00
MG-5616F-J,Elements Fan Pedest Recharge 40cm,LRB,232,T204,29042025T2042029,0.0000,0.0000,T204,,,0.00,0.00,0.00
MG-5616F-K,Elements Fan Pedest Recharge 40cm,LRB,227,P108,29042025P1082037,0.0000,0.0000,P108,,,0.00,0.00,0.00
MG-5616F-L,Elements Fan Pedest Recharge 40cm,LRB,234,T006,29042025T0062038,0.0000,0.0000,T006,,,0.00,0.00,0.00
MG-5616F-M,Elements Fan Pedest Recharge 40cm,LRB,1,O135,29042025O1352110,0.0000,0.0000,O135,,,0.00,0.00,0.00
MG5314-F-AE,Elements 40cm Rechargable Desk Fan White,LRB,34,O008,29042025O0081891,0.0000,0.0000,O008,,,0.00,0.00,0.00
MH-MF40A,Elements Mist Fan,LRB,142,P206,29042025P2061518,0.0000,0.0000,P206,,,0.00,0.00,0.00
MH-MF40A-A,Elements Mist Fan,LRB,206,P005,29042025P0051519,0.0000,0.0000,P005,,,0.00,0.00,0.00
MH-MF40A-E,Elements Mist Fan BD,LRB,1,O225,29042025O2251520,0.0000,0.0000,O225,,,0.00,0.00,0.00
MHFS-40,Elements Fan Pedest 40cm Wht Old,LRB,18,O309,29042025O3091506,0.0000,0.0000,O309,,,0.00,0.00,0.00
MHFS-40-A,Elements Fan Padest 40cm white old,LRB,1,O222,29042025O2221691,0.0000,0.0000,O222,,,0.00,0.00,0.00
MHFS-40-AA,Elements Fan Pedest 40cm Wht,LRB,7,O320,29042025O3201862,0.0000,0.0000,O320,,,0.00,0.00,0.00
MHFS-40-B,Elements Fan Pedest 40cm Wht,LRB,3,O237,29042025O2371827,0.0000,0.0000,O237,,,0.00,0.00,0.00
MHFS-40-C,Elements Fan Pedest 40cm Wht BD-Old,LRB,11,O206,29042025O2061681,0.0000,0.0000,O206,,,0.00,0.00,0.00
MHFS-40-D,Elements Fan Pedest 40cm Wht Old,LRB,33,O307,29042025O3071507,0.0000,0.0000,O307,,,0.00,0.00,0.00
MHFS-40-E,Elements Fan Pedest 40cm Wht Old,LRB,26,O235,29042025O2351828,0.0000,0.0000,O235,,,0.00,0.00,0.00
MHFS-40-F,Elements Fan Pedest 40cm Wht,LRB,8,O326,29042025O3261508,0.0000,0.0000,O326,,,0.00,0.00,0.00
MHFS-40-G,Elements Fan Pedest 40cm Wht Old,LRB,24,O310,29042025O3101829,0.0000,0.0000,O310,,,0.00,0.00,0.00
MHFS-40-I,Elements Fan Pedest 40cm Wht Old,LRB,33,O308,29042025O3081509,0.0000,0.0000,O308,,,0.00,0.00,0.00
MHFS-40-O,Elements Fan Pedest 40cm Wht,LRB,33,O014,29042025O0141832,0.0000,0.0000,O014,,,0.00,0.00,0.00
MHFS-40-P,Elements Fan Pedest 40cm Wht,LRB,32,O013,29042025O0131845,0.0000,0.0000,O013,,,0.00,0.00,0.00
MHFS-40-R,Elements Fan Pedest 40cm Wht,LRB,7,O322,29042025O3221846,0.0000,0.0000,O322,,,0.00,0.00,0.00
MHFT-30-A,Elements Fan Desk 30cm Wht,LRB,4,P202,29042025P2021510,0.0000,0.0000,P202,,,0.00,0.00,0.00
MHFT-30-B,Elements Fan Desk 30cm Wht,LRB,210,P202,29042025P2021825,0.0000,0.0000,P202,,,0.00,0.00,0.00
MHFT-30-D,Elements Fan Desk 30cm Wht Old,LRB,32,O315,29042025O3151511,0.0000,0.0000,O315,,,0.00,0.00,0.00
MHFT-30-E,Elements Fan Desk 30cm Wht PH,LRB,4,O220,29042025O2201682,0.0000,0.0000,O220,,,0.00,0.00,0.00
MHFT-30-F,Elements Fan Desk 30cm Wht Old,LRB,14,O311,29042025O3111512,0.0000,0.0000,O311,,,0.00,0.00,0.00
MHFT-30-G,Elements Fan Desk 30cm Wht,LRB,32,O312,29042025O3121513,0.0000,0.0000,O312,,,0.00,0.00,0.00
MHFT-30-H,Elements Fan Desk 30cm Wht Old,LRB,32,O313,29042025O3131514,0.0000,0.0000,O313,,,0.00,0.00,0.00
MHFT-30-I,Elements Fan Desk 30cm Wht Old stock,LRB,32,O314,29042025O3141831,0.0000,0.0000,O314,,,0.00,0.00,0.00
MHFT-40,Elements Fan Desk 40cm Wht,LRB,328,P205,29042025P2051515,0.0000,0.0000,P205,,,0.00,0.00,0.00
MHFT-40-B,Elements Fan Desk 40cm Wht,LRB,33,P205,29042025P2051826,0.0000,0.0000,P205,,,0.00,0.00,0.00
MHFT-40-C,Elements Fan Desk 40cm Wht DB,LRB,1,O124,29042025O1241689,0.0000,0.0000,O124,,,0.00,0.00,0.00
MHFT-40-D,Elements Fan Desk 40cm Wht,LRB,160,P203,29042025P2031516,0.0000,0.0000,P203,,,0.00,0.00,0.00
MHFT-40-I,Elements Fan Desk 40cm Wht BD,LRB,3,O208,29042025O2081517,0.0000,0.0000,O208,,,0.00,0.00,0.00
MP076-002,New Classic Book,ABC Building Materials,1000,K009,29042025K0092023,0.0000,0.0000,K009,,,0.00,0.00,0.00
MP077-004,ORAC 3D Wall Covering Broch,ABC Building Materials,1561,I026,29042025I0262022,0.0000,0.0000,I026,,,0.00,0.00,0.00
MP085-001,ORAC Modern Classic Enruespl,ABC Building Materials,3000,K001,29042025K0012021,0.0000,0.0000,K001,,,0.00,0.00,0.00
MUL180/0-A,Multivalve 180/0,Isinkwe Energies,6,Y234,29042025Y2341756,0.0000,0.0000,Y234,,,0.00,0.00,0.00
MUL200-204/30-A,Multivalve 200-204/30,Isinkwe Energies,91,Y050,29042025Y0502269,0.0000,0.0000,Y050,,,0.00,0.00,0.00
MUL200/0-A,Multivalve 200/0,Isinkwe Energies,4,Y232,29042025Y2321757,0.0000,0.0000,Y232,,,0.00,0.00,0.00
MUL225/0,Multivalve 220-225/0,Isinkwe Energies,8,Y233,29042025Y2331758,0.0000,0.0000,Y233,,,0.00,0.00,0.00
MUL240-250/30,Multivalve 240-250/30,Isinkwe Energies,65,Y117,29042025Y1171841,0.0000,0.0000,Y117,,,0.00,0.00,0.00
MUL240/0,Multivalve 240/0 Toroidale,Isinkwe Energies,6,Y140,29042025Y1401842,0.0000,0.0000,Y140,,,0.00,0.00,0.00
MULTOR225/30,Multivalve 225/30,Isinkwe Energies,95,Y342,29042025Y3422270,0.0000,0.0000,Y342,,,0.00,0.00,0.00
NSB-2820-A,Elements Heater Quartz 3Bar 1200w BD,LRB,2,O130,29042025O1301521,0.0000,0.0000,O130,,,0.00,0.00,0.00
NSB-2820-B,Elements Heater Quartz 3Bar 1200w BD,LRB,4,O130,29042025O1301522,0.0000,0.0000,O130,,,0.00,0.00,0.00
NSB-2830S,Elements Heater Quartz 4Bar 1600w old BD,LRB,2,O120,29042025O1201523,0.0000,0.0000,O120,,,0.00,0.00,0.00
NSB-2830S-A,Elements Heater Quartz 4Bar 1600w,LRB,5,O136,29042025O1361786,0.0000,0.0000,O136,,,0.00,0.00,0.00
NSB-2830S-B,Elements Heater Quartz 4Bar 1600w BD,LRB,1,O121,29042025O1211787,0.0000,0.0000,O121,,,0.00,0.00,0.00
NSB-2830S-C,Elements Heater Quartz 4Bar 1600w,LRB,2,O135,29042025O1351524,0.0000,0.0000,O135,,,0.00,0.00,0.00
NSB-2830S-G,Elements Heater Quartz 4Bar 1600w BD,LRB,4,O205,29042025O2051525,0.0000,0.0000,O205,,,0.00,0.00,0.00
NSB-2830S-H,Elements Heater Quartz 4Bar 1600w PD,LRB,5,O208,29042025O2081526,0.0000,0.0000,O208,,,0.00,0.00,0.00
NSB-2900,Elements Heater Quartz 3Bar Wall Mount,LRB,108,O004,29042025O0041856,0.0000,0.0000,O004,,,0.00,0.00,0.00
NSB-2900-B,Elements Heater Quartz 3Bar Wall Mount,LRB,108,O006,29042025O0061858,0.0000,0.0000,O006,,,0.00,0.00,0.00
NSB-2900-C,Elements Heater Quartz 3Bar Wall Mount,LRB,108,O007,29042025O0071859,0.0000,0.0000,O007,,,0.00,0.00,0.00
NSB-2900-D,Elements Heater Quartz 3Bar Wall Mount,LRB,21,O005,29042025O0051857,0.0000,0.0000,O005,,,0.00,0.00,0.00
P101A,ORAC Coner For P1020,ABC Building Materials,16,I023,29042025I0232019,0.0000,0.0000,I023,,,0.00,0.00,0.00
P1020,Mixed Pallet,NAD,1,J033,29042025J0331933,0.0000,0.0000,J033,,,0.00,0.00,0.00
P1020-A,ORAC Panel Moulding,ABC Building Materials,20,I015,29042025I0152020,0.0000,0.0000,I015,,,0.00,0.00,0.00
P1034,Mixed Pallet,NAD,1,L325,29042025L3251934,0.0000,0.0000,L325,,,0.00,0.00,0.00
P1131,Mixed Pallet,NAD,1,M018,29042025M0181976,0.0000,0.0000,M018,,,0.00,0.00,0.00
P1151,Mixed Pallet,NAD,1,M115,29042025M1151978,0.0000,0.0000,M115,,,0.00,0.00,0.00
P1152,Mixed Pallet,NAD,1,M331,29042025M3311979,0.0000,0.0000,M331,,,0.00,0.00,0.00
